MR7002BEV03,L6T78Y4W9HN038072,吉利,帝豪,帝豪EV 进取型 2016款 
HG7240A(ACCORD 2.4 i-VTEC),LHGCM567662036409,本田,雅阁七代(CM_),2.4L 自动 2006款/
BORA1.8,LFVBA11JX53011458,大众,宝来 (1J2),1.8L 手动 2005款/
KLQ6109GCHEV1B,LKLC3G2B2EC646471,
KLQ6116XQE4,LKLS1ESA0FA697073,
SC6363B3S,LS4BDB3D09F069399,长安欧尚,长安之星,1.0L SC6363B3S 2009款/
NXG5250ZLJW5,LC1HMMAF7J0001568,
WBAPG510,WBAPG5109CF218555,宝马,3系三厢版 (E90改款),320i 2012款/
DHW6456B(CR-V 2.0),LVHRE183995008412,本田,思威 CRV (RE_),2.0L 自动两驱都市版 2009款/
HG7150A(VTEC 5AT),LHGGD864882047679,本田,思迪 (GD6/GD8),1.5L 自动舒适版 2008款/
KLQ6129GAHEVE4B,LKLC1L1C1FC675017,
HG7152A(VTEC CVT),LHGGD384772003459,本田,飞度(GD1/GD3),1.5L CVT 2007款/
DHW6452B(CR-V 2.4),LVHRE487095016130,本田,思威 CRV (RE_),2.4L 自动四驱豪华版 2009款/
DHW7181(CIVIC 1.8 M),LVHFA152985040172,本田,思域(FA1),1.8L EXi 手动经典版 2008款/
XMQ6106G2,LA6R3FSD3BBA01287,
SGM7180LE,LSGJW52P96H065339,别克,凯越三厢 (CJ1),1.8L 手动 2006款/
WBAKB210,WBAKB2104AC410536,宝马,7系 (F02),730Li 2010款/
JTHBW46G,JTHBW46G9C2062524,雷克萨斯,ES,ES240 2012款/
WDCGG8BB,WDCGG8BB8BF658814,奔驰,GLK级 (X204),GLK 300 4MATIC 时尚型 11款 2011款/
KLQ6109E3,LKLR1FSD49B523729,
DFH5160XXYBX2DV,LGAX2BG47H1017233,
HG7151A(VTEC),LHGGD854572051642,本田,思迪 (GD6/GD8),1.5L 手动普通型 2007款/
ZK6100DX1,LZYTCTC22C1006453,
DHW7181B(CIVIC 1.8 M),LVHFA1535B5039777,本田,思域(FA1),1.8L EXi 手动舒适版 2011款/
XMQ5033XSW15,LA69BAA3XGB507816,金龙,金威,2.0L 2016款/
SC6443B3,LS4ASB3R2AG117321,长安轻型车,长安星光 星光4500,1.3L 2010款/
NJ6483ATS6,LNVU1CA36BV501611,
WBAZV410,WBAZV4102BL458412,宝马,X5 (E70改款),xDrive35i 2011款/
BH7200FMY,LBEEFAVA2CX326791,现代,名驭 (EF),2.0L CNG的士版 2012款/
EQ7200-Ⅲ,LGBC1AE074R005778,日产,蓝鸟(G10),2.0L 自动 2004款/
3GYFN9E5,3GYFN9E55CS601187,凯迪拉克,新SRX (CN1),3.0L 2012款/
FXC5123XXYP9L2AE,LFNABRJJ4A1E20331,
HFC1041P93K5C2,LJ11KBBC9G8507519,
KLQ6920GC,LKLR3DSBXBC566128,
KLQ6119GAHEVC5,LKLC3H1B7EC646635,
BJ5253ZLJ-AD,LRDV6PECXJH607743,
JTHBJ46G,JTHBJ46GX82292501,雷克萨斯,ES,ES350 2008款/
WBAVL310,WBAVL310XBVN93432,宝马,X1 (E84),sDrive18i 2011款/
KLQ6129GAC5,LKLC3L1F5FC680726,
LZW6441JY,LZWADAGA1G8021378,五菱汽车,五菱荣光V (CN100V),1.5L 2016款/1.5L 2016款/
